user_id,order_id,item_id,purchase_date,return_date,return_reason,refund_amount,payment_method,receipt_id
USER00005722,ORD00005722,PROD00005722,2023-11-15,2023-02-19,Not as described,635.56,Debit Card,ORD00005722-PROD00005722
USER00005723,ORD00005723,PROD00005723,2023-03-25,,Not Returned,0.0,Debit Card,ORD00005723-PROD00005723
USER00005724,ORD00005724,PROD00005724,2023-04-08,2024-09-19,Not as described,1353.88,PayPal,ORD00005724-PROD00005724
USER00005725,ORD00005725,PROD00005725,2024-01-30,2023-08-30,Not as described,1556.3999999999999,Credit Card,ORD00005725-PROD00005725
USER00005726,ORD00005726,PROD00005726,2024-05-07,2024-08-13,Not as described,520.25,Credit Card,ORD00005726-PROD00005726
USER00005727,ORD00005727,PROD00005727,2023-06-20,,Not Returned,0.0,Credit Card,ORD00005727-PROD00005727
USER00005728,ORD00005728,PROD00005728,2023-08-09,2023-02-23,Not as described,232.44,PayPal,ORD00005728-PROD00005728
USER00005729,ORD00005729,PROD00005729,2023-03-08,2023-01-04,Not as described,1339.9,PayPal,ORD00005729-PROD00005729
USER00005730,ORD00005730,PROD00005730,2023-08-04,,Not Returned,0.0,Gift Card,ORD00005730-PROD00005730
USER00005731,ORD00005731,PROD00005731,2024-04-18,2024-02-08,Defective,893.88,Gift Card,ORD00005731-PROD00005731
USER00005732,ORD00005732,PROD00005732,2024-01-17,,Not Returned,0.0,Debit Card,ORD00005732-PROD00005732
USER00005733,ORD00005733,PROD00005733,2023-11-13,2023-04-04,Not as described,343.14,Debit Card,ORD00005733-PROD00005733
USER00005734,ORD00005734,PROD00005734,2023-09-01,,Not Returned,0.0,Gift Card,ORD00005734-PROD00005734
USER00005735,ORD00005735,PROD00005735,2023-07-11,2024-07-30,Defective,701.0,PayPal,ORD00005735-PROD00005735
USER00005736,ORD00005736,PROD00005736,2024-11-07,,Not Returned,0.0,Debit Card,ORD00005736-PROD00005736
USER00005737,ORD00005737,PROD00005737,2023-05-28,2023-09-02,Wrong item,254.0,Gift Card,ORD00005737-PROD00005737
USER00005738,ORD00005738,PROD00005738,2024-08-07,2024-11-01,Changed mind,280.32,Credit Card,ORD00005738-PROD00005738
USER00005739,ORD00005739,PROD00005739,2023-05-26,2024-10-28,Defective,341.2,Credit Card,ORD00005739-PROD00005739
USER00005740,ORD00005740,PROD00005740,2024-09-03,2023-12-27,Wrong item,144.63,Credit Card,ORD00005740-PROD00005740
USER00005741,ORD00005741,PROD00005741,2024-04-06,2023-01-07,Changed mind,1853.24,Gift Card,ORD00005741-PROD00005741
USER00005742,ORD00005742,PROD00005742,2024-12-30,2023-07-24,Changed mind,535.2,PayPal,ORD00005742-PROD00005742
USER00005743,ORD00005743,PROD00005743,2023-12-06,2024-03-10,Defective,512.67,PayPal,ORD00005743-PROD00005743
USER00005744,ORD00005744,PROD00005744,2023-02-11,,Not Returned,0.0,Credit Card,ORD00005744-PROD00005744
USER00005745,ORD00005745,PROD00005745,2024-10-12,2023-11-29,Not as described,1370.8500000000001,Gift Card,ORD00005745-PROD00005745
USER00005746,ORD00005746,PROD00005746,2023-01-26,,Not Returned,0.0,Debit Card,ORD00005746-PROD00005746
USER00005747,ORD00005747,PROD00005747,2024-02-12,2023-03-15,Not as described,240.4,Debit Card,ORD00005747-PROD00005747
USER00005748,ORD00005748,PROD00005748,2023-09-04,,Not Returned,0.0,PayPal,ORD00005748-PROD00005748
USER00005749,ORD00005749,PROD00005749,2024-01-10,,Not Returned,0.0,Debit Card,ORD00005749-PROD00005749
USER00005750,ORD00005750,PROD00005750,2024-08-30,2023-03-04,Changed mind,461.88,Credit Card,ORD00005750-PROD00005750
USER00005751,ORD00005751,PROD00005751,2024-09-21,2023-12-29,Defective,568.56,Credit Card,ORD00005751-PROD00005751
USER00005752,ORD00005752,PROD00005752,2023-04-17,2023-08-20,Not as described,273.1,Gift Card,ORD00005752-PROD00005752
USER00005753,ORD00005753,PROD00005753,2024-04-15,,Not Returned,0.0,Credit Card,ORD00005753-PROD00005753
USER00005754,ORD00005754,PROD00005754,2024-08-05,,Not Returned,0.0,Credit Card,ORD00005754-PROD00005754
USER00005755,ORD00005755,PROD00005755,2024-11-25,2023-06-09,Defective,138.1,Debit Card,ORD00005755-PROD00005755
USER00005756,ORD00005756,PROD00005756,2024-01-11,,Not Returned,0.0,Debit Card,ORD00005756-PROD00005756
USER00005757,ORD00005757,PROD00005757,2023-03-05,2023-02-21,Changed mind,703.48,Credit Card,ORD00005757-PROD00005757
USER00005758,ORD00005758,PROD00005758,2024-05-22,2023-10-03,Defective,58.32,Gift Card,ORD00005758-PROD00005758
USER00005759,ORD00005759,PROD00005759,2023-08-02,,Not Returned,0.0,PayPal,ORD00005759-PROD00005759
USER00005760,ORD00005760,PROD00005760,2024-02-18,,Not Returned,0.0,Debit Card,ORD00005760-PROD00005760
USER00005761,ORD00005761,PROD00005761,2024-08-10,,Not Returned,0.0,Credit Card,ORD00005761-PROD00005761
USER00005762,ORD00005762,PROD00005762,2023-10-12,,Not Returned,0.0,Gift Card,ORD00005762-PROD00005762
USER00005763,ORD00005763,PROD00005763,2023-05-27,2024-04-30,Wrong item,307.17,Credit Card,ORD00005763-PROD00005763
USER00005764,ORD00005764,PROD00005764,2023-11-02,2024-06-21,Not as described,221.91,Debit Card,ORD00005764-PROD00005764
USER00005765,ORD00005765,PROD00005765,2023-12-13,,Not Returned,0.0,Credit Card,ORD00005765-PROD00005765
USER00005766,ORD00005766,PROD00005766,2024-02-21,,Not Returned,0.0,Credit Card,ORD00005766-PROD00005766
USER00005767,ORD00005767,PROD00005767,2024-04-07,,Not Returned,0.0,Credit Card,ORD00005767-PROD00005767
USER00005768,ORD00005768,PROD00005768,2023-08-17,,Not Returned,0.0,Credit Card,ORD00005768-PROD00005768
USER00005769,ORD00005769,PROD00005769,2024-11-07,2024-07-07,Changed mind,46.17,Debit Card,ORD00005769-PROD00005769
USER00005770,ORD00005770,PROD00005770,2024-06-23,,Not Returned,0.0,Gift Card,ORD00005770-PROD00005770
USER00005771,ORD00005771,PROD00005771,2023-10-02,,Not Returned,0.0,PayPal,ORD00005771-PROD00005771
USER00005772,ORD00005772,PROD00005772,2023-04-15,,Not Returned,0.0,Gift Card,ORD00005772-PROD00005772
USER00005773,ORD00005773,PROD00005773,2024-09-12,2023-01-21,Not as described,862.94,PayPal,ORD00005773-PROD00005773
USER00005774,ORD00005774,PROD00005774,2023-04-16,2023-10-02,Not as described,1519.8,PayPal,ORD00005774-PROD00005774
USER00005775,ORD00005775,PROD00005775,2023-08-28,,Not Returned,0.0,PayPal,ORD00005775-PROD00005775
USER00005776,ORD00005776,PROD00005776,2024-05-14,2023-04-06,Not as described,539.04,Debit Card,ORD00005776-PROD00005776
USER00005777,ORD00005777,PROD00005777,2023-06-09,2023-09-16,Defective,367.14,Gift Card,ORD00005777-PROD00005777
USER00005778,ORD00005778,PROD00005778,2024-12-21,,Not Returned,0.0,Credit Card,ORD00005778-PROD00005778
USER00005779,ORD00005779,PROD00005779,2023-11-29,,Not Returned,0.0,Credit Card,ORD00005779-PROD00005779
USER00005780,ORD00005780,PROD00005780,2024-12-04,2023-06-11,Defective,290.05,PayPal,ORD00005780-PROD00005780
USER00005781,ORD00005781,PROD00005781,2024-08-23,2023-05-20,Changed mind,959.4,Debit Card,ORD00005781-PROD00005781
USER00005782,ORD00005782,PROD00005782,2024-12-09,2024-05-28,Defective,433.84999999999997,Credit Card,ORD00005782-PROD00005782
USER00005783,ORD00005783,PROD00005783,2024-02-28,,Not Returned,0.0,Gift Card,ORD00005783-PROD00005783
USER00005784,ORD00005784,PROD00005784,2024-09-24,,Not Returned,0.0,Credit Card,ORD00005784-PROD00005784
USER00005785,ORD00005785,PROD00005785,2023-12-16,,Not Returned,0.0,Gift Card,ORD00005785-PROD00005785
USER00005786,ORD00005786,PROD00005786,2024-06-27,,Not Returned,0.0,Credit Card,ORD00005786-PROD00005786
USER00005787,ORD00005787,PROD00005787,2023-03-30,2023-05-04,Defective,854.0699999999999,Credit Card,ORD00005787-PROD00005787
USER00005788,ORD00005788,PROD00005788,2024-06-21,2024-04-26,Changed mind,852.4499999999999,PayPal,ORD00005788-PROD00005788
USER00005789,ORD00005789,PROD00005789,2023-09-19,2023-09-17,Not as described,292.65,PayPal,ORD00005789-PROD00005789
USER00005790,ORD00005790,PROD00005790,2024-04-09,,Not Returned,0.0,Gift Card,ORD00005790-PROD00005790
USER00005791,ORD00005791,PROD00005791,2024-09-02,,Not Returned,0.0,Credit Card,ORD00005791-PROD00005791
USER00005792,ORD00005792,PROD00005792,2024-06-19,,Not Returned,0.0,Gift Card,ORD00005792-PROD00005792
USER00005793,ORD00005793,PROD00005793,2023-03-31,2024-06-17,Not as described,760.47,PayPal,ORD00005793-PROD00005793
USER00005794,ORD00005794,PROD00005794,2023-04-08,,Not Returned,0.0,PayPal,ORD00005794-PROD00005794
USER00005795,ORD00005795,PROD00005795,2023-01-27,,Not Returned,0.0,PayPal,ORD00005795-PROD00005795
USER00005796,ORD00005796,PROD00005796,2023-07-19,2023-07-06,Defective,1415.95,Gift Card,ORD00005796-PROD00005796
USER00005797,ORD00005797,PROD00005797,2024-04-06,,Not Returned,0.0,Debit Card,ORD00005797-PROD00005797
USER00005798,ORD00005798,PROD00005798,2024-08-14,,Not Returned,0.0,PayPal,ORD00005798-PROD00005798
USER00005799,ORD00005799,PROD00005799,2023-06-01,,Not Returned,0.0,Credit Card,ORD00005799-PROD00005799
USER00005800,ORD00005800,PROD00005800,2024-08-30,,Not Returned,0.0,PayPal,ORD00005800-PROD00005800
USER00005801,ORD00005801,PROD00005801,2024-11-30,2024-06-28,Wrong item,1728.36,Credit Card,ORD00005801-PROD00005801
USER00005802,ORD00005802,PROD00005802,2023-03-06,,Not Returned,0.0,Credit Card,ORD00005802-PROD00005802
USER00005803,ORD00005803,PROD00005803,2023-09-17,2023-11-28,Not as described,366.69,Credit Card,ORD00005803-PROD00005803
USER00005804,ORD00005804,PROD00005804,2024-11-30,,Not Returned,0.0,PayPal,ORD00005804-PROD00005804
USER00005805,ORD00005805,PROD00005805,2024-02-13,,Not Returned,0.0,Debit Card,ORD00005805-PROD00005805
USER00005806,ORD00005806,PROD00005806,2023-05-12,2023-02-05,Changed mind,595.5,PayPal,ORD00005806-PROD00005806
USER00005807,ORD00005807,PROD00005807,2024-04-16,,Not Returned,0.0,Credit Card,ORD00005807-PROD00005807
USER00005808,ORD00005808,PROD00005808,2023-02-19,,Not Returned,0.0,PayPal,ORD00005808-PROD00005808
USER00005809,ORD00005809,PROD00005809,2023-08-07,,Not Returned,0.0,PayPal,ORD00005809-PROD00005809
USER00005810,ORD00005810,PROD00005810,2023-03-07,,Not Returned,0.0,Gift Card,ORD00005810-PROD00005810
USER00005811,ORD00005811,PROD00005811,2024-09-30,,Not Returned,0.0,Gift Card,ORD00005811-PROD00005811
USER00005812,ORD00005812,PROD00005812,2023-11-01,,Not Returned,0.0,PayPal,ORD00005812-PROD00005812
USER00005813,ORD00005813,PROD00005813,2023-10-24,2024-06-01,Changed mind,544.44,PayPal,ORD00005813-PROD00005813
USER00005814,ORD00005814,PROD00005814,2024-07-16,,Not Returned,0.0,Gift Card,ORD00005814-PROD00005814
USER00005815,ORD00005815,PROD00005815,2024-03-26,,Not Returned,0.0,Gift Card,ORD00005815-PROD00005815
USER00005816,ORD00005816,PROD00005816,2024-02-13,,Not Returned,0.0,Gift Card,ORD00005816-PROD00005816
USER00005817,ORD00005817,PROD00005817,2023-02-11,2023-05-01,Changed mind,109.6,Credit Card,ORD00005817-PROD00005817
USER00005818,ORD00005818,PROD00005818,2024-02-27,,Not Returned,0.0,PayPal,ORD00005818-PROD00005818
USER00005819,ORD00005819,PROD00005819,2023-10-04,,Not Returned,0.0,Debit Card,ORD00005819-PROD00005819
USER00005820,ORD00005820,PROD00005820,2024-12-13,,Not Returned,0.0,Gift Card,ORD00005820-PROD00005820
USER00005821,ORD00005821,PROD00005821,2024-06-18,2024-07-15,Changed mind,436.42,Gift Card,ORD00005821-PROD00005821
USER00005822,ORD00005822,PROD00005822,2023-04-09,,Not Returned,0.0,Credit Card,ORD00005822-PROD00005822
USER00005823,ORD00005823,PROD00005823,2024-03-17,2024-10-30,Wrong item,148.18,PayPal,ORD00005823-PROD00005823
USER00005824,ORD00005824,PROD00005824,2023-04-07,,Not Returned,0.0,PayPal,ORD00005824-PROD00005824
USER00005825,ORD00005825,PROD00005825,2024-03-15,2024-07-04,Changed mind,2464.5,PayPal,ORD00005825-PROD00005825
USER00005826,ORD00005826,PROD00005826,2024-01-15,,Not Returned,0.0,Gift Card,ORD00005826-PROD00005826
USER00005827,ORD00005827,PROD00005827,2023-03-30,2023-10-22,Changed mind,1871.15,Debit Card,ORD00005827-PROD00005827
USER00005828,ORD00005828,PROD00005828,2023-03-13,,Not Returned,0.0,Credit Card,ORD00005828-PROD00005828
USER00005829,ORD00005829,PROD00005829,2023-11-28,2023-09-17,Wrong item,527.25,PayPal,ORD00005829-PROD00005829
USER00005830,ORD00005830,PROD00005830,2023-11-07,,Not Returned,0.0,Gift Card,ORD00005830-PROD00005830
USER00005831,ORD00005831,PROD00005831,2023-08-28,,Not Returned,0.0,Credit Card,ORD00005831-PROD00005831
USER00005832,ORD00005832,PROD00005832,2024-09-28,,Not Returned,0.0,Gift Card,ORD00005832-PROD00005832
USER00005833,ORD00005833,PROD00005833,2023-07-30,,Not Returned,0.0,PayPal,ORD00005833-PROD00005833
USER00005834,ORD00005834,PROD00005834,2023-12-18,,Not Returned,0.0,Debit Card,ORD00005834-PROD00005834
USER00005835,ORD00005835,PROD00005835,2023-03-03,,Not Returned,0.0,Credit Card,ORD00005835-PROD00005835
USER00005836,ORD00005836,PROD00005836,2023-08-24,2024-01-26,Changed mind,450.68,Gift Card,ORD00005836-PROD00005836
USER00005837,ORD00005837,PROD00005837,2024-01-31,,Not Returned,0.0,Credit Card,ORD00005837-PROD00005837
USER00005838,ORD00005838,PROD00005838,2024-06-05,2023-01-03,Wrong item,131.64,PayPal,ORD00005838-PROD00005838
USER00005839,ORD00005839,PROD00005839,2023-11-06,,Not Returned,0.0,Debit Card,ORD00005839-PROD00005839
USER00005840,ORD00005840,PROD00005840,2023-04-05,2024-03-01,Defective,987.96,Credit Card,ORD00005840-PROD00005840
USER00005841,ORD00005841,PROD00005841,2024-12-12,2023-10-24,Changed mind,1156.77,Gift Card,ORD00005841-PROD00005841
USER00005842,ORD00005842,PROD00005842,2024-02-10,,Not Returned,0.0,Credit Card,ORD00005842-PROD00005842
USER00005843,ORD00005843,PROD00005843,2024-03-21,,Not Returned,0.0,Gift Card,ORD00005843-PROD00005843
USER00005844,ORD00005844,PROD00005844,2023-03-07,,Not Returned,0.0,Debit Card,ORD00005844-PROD00005844
USER00005845,ORD00005845,PROD00005845,2023-01-18,2024-12-11,Changed mind,867.52,Gift Card,ORD00005845-PROD00005845
USER00005846,ORD00005846,PROD00005846,2024-10-03,,Not Returned,0.0,PayPal,ORD00005846-PROD00005846
USER00005847,ORD00005847,PROD00005847,2024-04-30,2024-04-05,Defective,1514.8500000000001,Gift Card,ORD00005847-PROD00005847
USER00005848,ORD00005848,PROD00005848,2024-02-21,2024-07-21,Wrong item,534.42,Gift Card,ORD00005848-PROD00005848
USER00005849,ORD00005849,PROD00005849,2023-06-08,2024-04-13,Not as described,141.54,Debit Card,ORD00005849-PROD00005849
USER00005850,ORD00005850,PROD00005850,2024-12-08,,Not Returned,0.0,Gift Card,ORD00005850-PROD00005850
USER00005851,ORD00005851,PROD00005851,2024-01-28,2023-09-08,Defective,970.6200000000001,PayPal,ORD00005851-PROD00005851
USER00005852,ORD00005852,PROD00005852,2023-05-14,2023-08-31,Not as described,2152.1,Debit Card,ORD00005852-PROD00005852
USER00005853,ORD00005853,PROD00005853,2024-06-01,2023-07-28,Wrong item,1894.36,Gift Card,ORD00005853-PROD00005853
USER00005854,ORD00005854,PROD00005854,2023-05-25,2024-10-07,Not as described,411.98,PayPal,ORD00005854-PROD00005854
USER00005855,ORD00005855,PROD00005855,2023-12-09,,Not Returned,0.0,Gift Card,ORD00005855-PROD00005855
USER00005856,ORD00005856,PROD00005856,2024-01-02,2024-02-17,Changed mind,645.36,Debit Card,ORD00005856-PROD00005856
USER00005857,ORD00005857,PROD00005857,2024-11-20,,Not Returned,0.0,PayPal,ORD00005857-PROD00005857
USER00005858,ORD00005858,PROD00005858,2024-08-04,,Not Returned,0.0,Debit Card,ORD00005858-PROD00005858
USER00005859,ORD00005859,PROD00005859,2023-10-01,2024-12-28,Wrong item,855.44,Credit Card,ORD00005859-PROD00005859
USER00005860,ORD00005860,PROD00005860,2024-06-30,,Not Returned,0.0,PayPal,ORD00005860-PROD00005860
USER00005861,ORD00005861,PROD00005861,2023-02-26,2023-01-17,Wrong item,992.38,Debit Card,ORD00005861-PROD00005861
USER00005862,ORD00005862,PROD00005862,2023-06-25,2023-05-12,Defective,63.62,Gift Card,ORD00005862-PROD00005862
USER00005863,ORD00005863,PROD00005863,2024-08-28,,Not Returned,0.0,PayPal,ORD00005863-PROD00005863
USER00005864,ORD00005864,PROD00005864,2023-03-08,,Not Returned,0.0,Debit Card,ORD00005864-PROD00005864
USER00005865,ORD00005865,PROD00005865,2023-05-20,2024-10-17,Defective,1952.55,Credit Card,ORD00005865-PROD00005865
USER00005866,ORD00005866,PROD00005866,2023-08-19,2023-01-20,Defective,613.96,Credit Card,ORD00005866-PROD00005866
USER00005867,ORD00005867,PROD00005867,2023-08-23,2023-02-10,Defective,1720.9,Credit Card,ORD00005867-PROD00005867
USER00005868,ORD00005868,PROD00005868,2023-06-14,,Not Returned,0.0,PayPal,ORD00005868-PROD00005868
USER00005869,ORD00005869,PROD00005869,2024-10-12,2024-05-11,Changed mind,776.25,Debit Card,ORD00005869-PROD00005869
USER00005870,ORD00005870,PROD00005870,2023-12-13,,Not Returned,0.0,Gift Card,ORD00005870-PROD00005870
USER00005871,ORD00005871,PROD00005871,2023-11-01,,Not Returned,0.0,Debit Card,ORD00005871-PROD00005871
USER00005872,ORD00005872,PROD00005872,2023-08-02,2023-05-08,Defective,994.17,Credit Card,ORD00005872-PROD00005872
USER00005873,ORD00005873,PROD00005873,2024-03-08,2023-06-19,Changed mind,1667.48,Credit Card,ORD00005873-PROD00005873
USER00005874,ORD00005874,PROD00005874,2024-02-26,,Not Returned,0.0,PayPal,ORD00005874-PROD00005874
USER00005875,ORD00005875,PROD00005875,2024-01-07,,Not Returned,0.0,PayPal,ORD00005875-PROD00005875
USER00005876,ORD00005876,PROD00005876,2023-11-23,2023-11-07,Not as described,445.48,Gift Card,ORD00005876-PROD00005876
USER00005877,ORD00005877,PROD00005877,2024-07-13,2024-01-27,Changed mind,136.42,Credit Card,ORD00005877-PROD00005877
USER00005878,ORD00005878,PROD00005878,2023-01-09,,Not Returned,0.0,PayPal,ORD00005878-PROD00005878
USER00005879,ORD00005879,PROD00005879,2023-07-09,,Not Returned,0.0,Debit Card,ORD00005879-PROD00005879
USER00005880,ORD00005880,PROD00005880,2024-05-18,,Not Returned,0.0,PayPal,ORD00005880-PROD00005880
USER00005881,ORD00005881,PROD00005881,2024-03-14,2023-01-13,Not as described,624.22,Credit Card,ORD00005881-PROD00005881
USER00005882,ORD00005882,PROD00005882,2023-01-17,,Not Returned,0.0,Credit Card,ORD00005882-PROD00005882
USER00005883,ORD00005883,PROD00005883,2023-03-28,,Not Returned,0.0,Debit Card,ORD00005883-PROD00005883
USER00005884,ORD00005884,PROD00005884,2023-06-17,,Not Returned,0.0,Credit Card,ORD00005884-PROD00005884
USER00005885,ORD00005885,PROD00005885,2024-01-06,,Not Returned,0.0,Gift Card,ORD00005885-PROD00005885
USER00005886,ORD00005886,PROD00005886,2024-01-05,,Not Returned,0.0,Debit Card,ORD00005886-PROD00005886
USER00005887,ORD00005887,PROD00005887,2024-06-06,,Not Returned,0.0,PayPal,ORD00005887-PROD00005887
USER00005888,ORD00005888,PROD00005888,2023-09-26,2023-05-14,Wrong item,1729.12,Gift Card,ORD00005888-PROD00005888
USER00005889,ORD00005889,PROD00005889,2024-04-08,2023-01-10,Defective,882.36,Debit Card,ORD00005889-PROD00005889
USER00005890,ORD00005890,PROD00005890,2024-06-26,2024-09-01,Defective,94.83,PayPal,ORD00005890-PROD00005890
USER00005891,ORD00005891,PROD00005891,2023-05-17,,Not Returned,0.0,Debit Card,ORD00005891-PROD00005891
USER00005892,ORD00005892,PROD00005892,2023-05-15,2024-01-05,Changed mind,895.6,Credit Card,ORD00005892-PROD00005892
USER00005893,ORD00005893,PROD00005893,2023-01-06,,Not Returned,0.0,PayPal,ORD00005893-PROD00005893
USER00005894,ORD00005894,PROD00005894,2024-01-23,,Not Returned,0.0,Credit Card,ORD00005894-PROD00005894
USER00005895,ORD00005895,PROD00005895,2023-08-03,,Not Returned,0.0,PayPal,ORD00005895-PROD00005895
USER00005896,ORD00005896,PROD00005896,2023-04-24,,Not Returned,0.0,PayPal,ORD00005896-PROD00005896
USER00005897,ORD00005897,PROD00005897,2024-05-24,2023-03-10,Defective,321.22,Debit Card,ORD00005897-PROD00005897
USER00005898,ORD00005898,PROD00005898,2023-06-12,,Not Returned,0.0,Debit Card,ORD00005898-PROD00005898
USER00005899,ORD00005899,PROD00005899,2023-06-14,2024-10-13,Not as described,768.6,PayPal,ORD00005899-PROD00005899
USER00005900,ORD00005900,PROD00005900,2023-02-27,2024-01-03,Wrong item,260.74,Credit Card,ORD00005900-PROD00005900
USER00005901,ORD00005901,PROD00005901,2023-08-06,2024-06-08,Changed mind,524.58,Debit Card,ORD00005901-PROD00005901
USER00005902,ORD00005902,PROD00005902,2023-02-27,,Not Returned,0.0,PayPal,ORD00005902-PROD00005902
USER00005903,ORD00005903,PROD00005903,2023-09-09,2024-07-08,Wrong item,421.16,Gift Card,ORD00005903-PROD00005903
USER00005904,ORD00005904,PROD00005904,2024-02-25,2023-10-11,Defective,466.42,PayPal,ORD00005904-PROD00005904
USER00005905,ORD00005905,PROD00005905,2023-05-30,2024-10-25,Not as described,64.52,Credit Card,ORD00005905-PROD00005905
USER00005906,ORD00005906,PROD00005906,2024-01-09,,Not Returned,0.0,Debit Card,ORD00005906-PROD00005906
USER00005907,ORD00005907,PROD00005907,2024-07-17,2023-03-16,Defective,1899.1499999999999,Credit Card,ORD00005907-PROD00005907
USER00005908,ORD00005908,PROD00005908,2023-05-09,,Not Returned,0.0,Credit Card,ORD00005908-PROD00005908
USER00005909,ORD00005909,PROD00005909,2023-03-01,,Not Returned,0.0,Debit Card,ORD00005909-PROD00005909
USER00005910,ORD00005910,PROD00005910,2023-10-24,,Not Returned,0.0,Debit Card,ORD00005910-PROD00005910
USER00005911,ORD00005911,PROD00005911,2023-05-26,2023-10-29,Defective,26.65,Credit Card,ORD00005911-PROD00005911
USER00005912,ORD00005912,PROD00005912,2024-10-23,2024-11-26,Not as described,1890.5,Debit Card,ORD00005912-PROD00005912
USER00005913,ORD00005913,PROD00005913,2023-01-06,2024-09-23,Changed mind,1375.4,PayPal,ORD00005913-PROD00005913
USER00005914,ORD00005914,PROD00005914,2023-07-29,,Not Returned,0.0,Gift Card,ORD00005914-PROD00005914
USER00005915,ORD00005915,PROD00005915,2023-01-31,2024-06-30,Not as described,87.53999999999999,PayPal,ORD00005915-PROD00005915
USER00005916,ORD00005916,PROD00005916,2024-12-29,,Not Returned,0.0,PayPal,ORD00005916-PROD00005916
USER00005917,ORD00005917,PROD00005917,2024-11-08,2023-02-08,Changed mind,1493.24,Gift Card,ORD00005917-PROD00005917
USER00005918,ORD00005918,PROD00005918,2023-02-24,2023-01-18,Not as described,582.0600000000001,Gift Card,ORD00005918-PROD00005918
USER00005919,ORD00005919,PROD00005919,2024-08-30,2023-02-11,Changed mind,349.28,Debit Card,ORD00005919-PROD00005919
USER00005920,ORD00005920,PROD00005920,2024-10-19,,Not Returned,0.0,Credit Card,ORD00005920-PROD00005920
USER00005921,ORD00005921,PROD00005921,2023-08-01,2024-08-30,Changed mind,1536.04,Gift Card,ORD00005921-PROD00005921
USER00005922,ORD00005922,PROD00005922,2024-07-03,2024-04-01,Defective,95.47,PayPal,ORD00005922-PROD00005922
USER00005923,ORD00005923,PROD00005923,2023-02-18,,Not Returned,0.0,Gift Card,ORD00005923-PROD00005923
USER00005924,ORD00005924,PROD00005924,2024-05-06,2023-01-14,Changed mind,598.2,Gift Card,ORD00005924-PROD00005924
USER00005925,ORD00005925,PROD00005925,2023-03-02,,Not Returned,0.0,Credit Card,ORD00005925-PROD00005925
USER00005926,ORD00005926,PROD00005926,2023-02-22,,Not Returned,0.0,Credit Card,ORD00005926-PROD00005926
USER00005927,ORD00005927,PROD00005927,2024-01-31,2023-01-11,Defective,580.98,Debit Card,ORD00005927-PROD00005927
USER00005928,ORD00005928,PROD00005928,2023-11-20,2023-09-19,Defective,189.28,PayPal,ORD00005928-PROD00005928
USER00005929,ORD00005929,PROD00005929,2023-10-07,,Not Returned,0.0,PayPal,ORD00005929-PROD00005929
USER00005930,ORD00005930,PROD00005930,2024-07-31,2024-09-27,Defective,1567.6,Gift Card,ORD00005930-PROD00005930
USER00005931,ORD00005931,PROD00005931,2024-01-30,2024-02-12,Wrong item,1644.24,Debit Card,ORD00005931-PROD00005931
USER00005932,ORD00005932,PROD00005932,2023-07-11,2024-10-13,Not as described,102.3,Gift Card,ORD00005932-PROD00005932
USER00005933,ORD00005933,PROD00005933,2023-07-27,2023-04-01,Not as described,246.95,PayPal,ORD00005933-PROD00005933
USER00005934,ORD00005934,PROD00005934,2023-07-17,2024-10-27,Wrong item,663.9,Debit Card,ORD00005934-PROD00005934
USER00005935,ORD00005935,PROD00005935,2024-07-02,,Not Returned,0.0,Credit Card,ORD00005935-PROD00005935
USER00005936,ORD00005936,PROD00005936,2023-12-30,,Not Returned,0.0,Credit Card,ORD00005936-PROD00005936
USER00005937,ORD00005937,PROD00005937,2024-09-22,2023-09-05,Wrong item,1331.04,Gift Card,ORD00005937-PROD00005937
USER00005938,ORD00005938,PROD00005938,2023-10-11,,Not Returned,0.0,PayPal,ORD00005938-PROD00005938
USER00005939,ORD00005939,PROD00005939,2024-08-17,,Not Returned,0.0,Gift Card,ORD00005939-PROD00005939
USER00005940,ORD00005940,PROD00005940,2023-10-23,,Not Returned,0.0,Credit Card,ORD00005940-PROD00005940
USER00005941,ORD00005941,PROD00005941,2023-03-21,,Not Returned,0.0,Debit Card,ORD00005941-PROD00005941
USER00005942,ORD00005942,PROD00005942,2023-11-04,2024-04-09,Not as described,457.1,PayPal,ORD00005942-PROD00005942
USER00005943,ORD00005943,PROD00005943,2023-08-11,2023-04-05,Defective,1297.9499999999998,Gift Card,ORD00005943-PROD00005943
USER00005944,ORD00005944,PROD00005944,2023-05-25,2023-11-01,Defective,343.2,PayPal,ORD00005944-PROD00005944
USER00005945,ORD00005945,PROD00005945,2024-02-28,2024-03-29,Defective,68.8,PayPal,ORD00005945-PROD00005945
USER00005946,ORD00005946,PROD00005946,2023-02-01,2023-12-02,Changed mind,29.39,Credit Card,ORD00005946-PROD00005946
USER00005947,ORD00005947,PROD00005947,2024-09-28,,Not Returned,0.0,Debit Card,ORD00005947-PROD00005947
USER00005948,ORD00005948,PROD00005948,2023-12-04,,Not Returned,0.0,Debit Card,ORD00005948-PROD00005948
USER00005949,ORD00005949,PROD00005949,2023-01-10,,Not Returned,0.0,PayPal,ORD00005949-PROD00005949
USER00005950,ORD00005950,PROD00005950,2023-06-19,,Not Returned,0.0,Debit Card,ORD00005950-PROD00005950
USER00005951,ORD00005951,PROD00005951,2023-08-01,,Not Returned,0.0,PayPal,ORD00005951-PROD00005951
